segment_id,date_local,uptime,pedestrian_lft,pedestrian_rgt,pedestrian_total,bike_lft,bike_rgt,bike_total,car_lft,car_rgt,car_total,heavy_lft,heavy_rgt,heavy_total,v85,car_speed0,car_speed10,car_speed20,car_speed30,car_speed40,car_speed50,car_speed60,car_speed70
9000006244,2024-01-29 07:00,0.499722,0,6,6,0,2,2,188,244,432,6,0,6,31.5,3.7,12.96,50.93,28.7,3.24,0.46,0.0,0.0
9000006244,2024-01-29 08:00,0.999444,4,3,7,3,7,10,191,183,374,1,10,11,35.0,1.07,6.15,36.63,48.4,7.22,0.53,0.0,0.0
9000006244,2024-01-29 09:00,1.0,3,2,5,3,5,8,158,151,309,5,12,17,35.0,0.65,3.88,42.39,45.63,6.15,0.97,0.32,0.0
9000006244,2024-01-29 10:00,0.999444,0,1,1,3,3,6,138,138,276,2,4,6,37.0,1.45,6.16,30.07,50.72,10.51,1.09,0.0,0.0
9000006244,2024-01-29 11:00,0.999444,1,3,4,1,7,8,89,171,260,8,11,19,37.0,1.54,8.85,30.77,46.15,11.54,1.15,0.0,0.0
9000006244,2024-01-29 12:00,0.999167,3,6,9,0,7,7,142,161,303,2,18,20,37.0,0.0,2.64,26.73,58.75,11.22,0.66,0.0,0.0
9000006244,2024-01-29 13:00,0.999444,2,4,6,3,10,13,106,175,281,0,5,5,38.0,0.71,6.76,26.69,49.82,14.59,1.07,0.36,0.0
9000006244,2024-01-29 14:00,0.999722,3,7,10,2,14,16,219,196,415,13,11,24,37.0,0.48,5.06,32.53,48.92,11.81,0.96,0.24,0.0
9000006244,2024-01-29 15:00,0.999167,11,0,11,5,9,14,261,207,468,5,12,17,34.5,2.14,6.2,45.73,40.6,4.49,0.85,0.0,0.0
9000006244,2024-01-29 16:00,0.999444,10,0,10,5,11,16,261,236,497,2,2,4,33.5,1.01,8.45,54.53,30.58,4.83,0.6,0.0,0.0
9000006244,2024-01-30 07:00,0.5,2,0,2,0,4,4,210,236,446,0,0,0,32.5,10.76,10.31,47.09,26.91,4.93,0.0,0.0,0.0
9000006244,2024-01-30 08:00,0.999444,9,5,14,1,7,8,147,190,337,3,5,8,35.5,0.0,5.64,40.65,44.51,8.9,0.3,0.0,0.0
9000006244,2024-01-30 09:00,0.999167,9,1,10,3,8,11,161,163,324,0,7,7,37.0,0.31,3.7,33.64,49.07,12.35,0.93,0.0,0.0
9000006244,2024-01-30 10:00,0.999444,8,4,12,3,3,6,188,168,356,1,7,8,36.5,0.0,4.21,32.3,52.81,9.55,1.12,0.0,0.0
9000006244,2024-01-30 11:00,1.0,4,4,8,0,2,2,165,156,321,1,17,18,37.0,0.0,3.12,31.15,52.34,13.08,0.31,0.0,0.0
9000006244,2024-01-30 12:00,0.999167,5,6,11,0,5,5,181,158,339,4,7,11,37.5,0.29,4.72,29.2,51.62,12.98,1.18,0.0,0.0
9000006244,2024-01-30 13:00,0.998889,2,8,10,1,6,7,154,171,325,2,14,16,37.0,1.23,4.0,31.38,49.85,10.77,2.46,0.31,0.0
9000006244,2024-01-30 14:00,0.999722,4,9,13,3,6,9,233,205,438,11,14,25,36.0,0.0,4.11,35.84,50.91,7.99,1.14,0.0,0.0
9000006244,2024-01-30 15:00,0.999722,20,2,22,3,11,14,274,216,490,2,12,14,36.5,0.61,8.98,38.16,41.02,10.41,0.61,0.0,0.2
9000006244,2024-01-30 16:00,0.749722,1,1,3,1,5,7,261,227,488,3,4,7,35.5,1.09,10.66,41.26,39.34,7.38,0.27,0.0,0.0
9000006244,2024-01-31 07:00,0.499722,0,0,0,0,2,2,176,270,446,2,2,4,30.0,6.73,15.7,56.95,17.49,2.69,0.45,0.0,0.0
9000006244,2024-01-31 08:00,0.999444,5,4,9,2,4,6,165,195,360,0,1,1,36.0,1.11,9.72,38.61,39.17,9.44,1.94,0.0,0.0
9000006244,2024-01-31 09:00,0.999444,3,0,3,1,4,5,169,176,345,2,6,8,35.0,1.74,6.67,37.97,46.96,5.8,0.58,0.29,0.0
9000006244,2024-01-31 10:00,0.999722,9,1,10,4,2,6,154,157,311,2,8,10,36.5,0.96,8.04,33.44,45.98,10.61,0.96,0.0,0.0
9000006244,2024-01-31 11:00,0.999444,8,2,10,2,4,6,168,147,315,4,14,18,36.5,0.95,6.98,35.24,46.35,9.84,0.63,0.0,0.0
9000006244,2024-01-31 12:00,0.999167,3,5,8,0,4,4,179,158,337,6,11,17,36.5,0.0,8.31,33.53,47.77,10.39,0.0,0.0,0.0
9000006244,2024-01-31 13:00,0.999444,5,0,5,4,9,13,196,155,351,1,7,8,36.5,0.57,5.41,32.48,52.14,7.41,1.42,0.28,0.28
9000006244,2024-01-31 14:00,0.999722,6,2,8,0,9,9,207,191,398,2,8,10,36.0,1.26,5.53,35.93,47.24,9.55,0.25,0.25,0.0
9000006244,2024-01-31 15:00,1.0,7,5,12,3,7,10,243,200,443,4,10,14,36.0,1.35,7.9,32.05,49.21,8.13,1.35,0.0,0.0
9000006244,2024-01-31 16:00,0.749444,16,8,24,4,9,13,236,240,476,1,9,11,35.5,2.8,12.89,38.94,35.85,8.96,0.56,0.0,0.0
9000006244,2024-02-01 07:00,0.249722,0,0,0,0,4,4,168,264,432,0,0,0,28.0,3.7,11.11,68.52,13.89,1.85,0.93,0.0,0.0
9000006244,2024-02-01 08:00,0.999167,5,10,15,1,7,8,207,171,378,1,4,5,34.0,0.79,8.73,48.68,36.51,5.29,0.0,0.0,0.0
9000006244,2024-02-01 09:00,0.999444,6,3,9,4,5,9,172,180,352,2,13,15,35.5,0.85,6.25,39.49,44.6,8.52,0.28,0.0,0.0
9000006244,2024-02-01 10:00,0.999722,2,0,2,0,0,0,174,156,330,1,15,16,36.5,0.91,4.24,33.03,50.3,10.3,1.21,0.0,0.0
9000006244,2024-02-01 11:00,0.999167,3,1,4,0,5,5,101,161,262,1,14,15,36.5,1.91,10.69,32.06,45.8,8.02,1.15,0.38,0.0
9000006244,2024-02-01 12:00,0.999167,9,8,17,0,10,10,172,161,333,4,15,19,37.5,1.2,4.5,27.33,51.95,14.11,0.6,0.3,0.0
9000006244,2024-02-01 13:00,0.999444,0,2,2,4,6,10,76,183,259,2,12,14,37.5,0.39,8.11,38.22,39.0,13.13,1.16,0.0,0.0
9000006244,2024-02-01 14:00,0.999444,5,10,15,4,11,15,195,202,397,7,15,22,35.5,2.77,9.32,29.72,49.87,7.81,0.5,0.0,0.0
9000006244,2024-02-01 15:00,0.999167,7,4,11,5,7,12,291,226,517,8,15,23,36.0,0.77,7.54,31.91,51.06,8.12,0.39,0.19,0.0
9000006244,2024-02-01 16:00,0.999444,2,2,4,5,4,9,264,272,536,4,2,6,35.0,1.68,12.13,40.86,38.25,6.53,0.56,0.0,0.0
9000006244,2024-02-02 07:00,0.5,4,0,4,0,0,0,142,240,382,0,0,0,31.0,7.85,15.18,49.21,23.56,3.14,1.05,0.0,0.0
9000006244,2024-02-02 08:00,0.999444,5,7,12,5,9,14,183,184,367,0,4,4,36.0,0.27,8.99,38.96,41.14,9.54,0.54,0.27,0.27
9000006244,2024-02-02 09:00,0.999722,8,5,13,3,6,9,173,148,321,0,11,11,36.5,1.25,5.61,36.76,45.17,9.97,1.25,0.0,0.0
9000006244,2024-02-02 10:00,0.999167,1,3,4,1,9,10,190,167,357,7,9,16,35.0,0.84,7.56,37.54,44.54,7.84,1.68,0.0,0.0
9000006244,2024-02-02 11:00,0.999444,15,3,18,2,4,6,225,187,412,2,7,9,37.0,0.97,6.55,31.8,47.57,11.41,1.7,0.0,0.0
9000006244,2024-02-02 12:00,0.999722,8,4,12,0,4,4,222,223,445,1,10,11,36.5,1.12,4.27,30.34,55.28,8.31,0.67,0.0,0.0
9000006244,2024-02-02 13:00,1.0,5,6,11,3,13,16,252,196,448,4,7,11,36.0,0.67,3.57,34.6,52.9,7.81,0.45,0.0,0.0
9000006244,2024-02-02 14:00,0.998889,3,7,10,3,5,8,266,215,481,6,6,12,35.5,1.25,6.46,37.29,46.25,8.12,0.83,0.0,0.0
9000006244,2024-02-02 15:00,0.999722,2,6,8,2,15,17,257,236,493,0,1,1,35.5,1.83,9.33,35.9,45.44,5.68,1.83,0.0,0.0
9000006244,2024-02-02 16:00,0.749167,1,3,4,0,5,5,195,187,381,1,0,1,35.5,2.1,11.19,37.06,40.56,8.39,0.7,0.0,0.0
9000006244,2024-02-03 07:00,0.499444,0,0,0,0,0,0,56,56,112,2,0,2,28.0,25.0,16.07,42.86,14.29,1.79,0.0,0.0,0.0
9000006244,2024-02-03 08:00,0.999444,5,3,8,0,5,5,63,83,146,1,2,3,36.0,0.68,4.11,50.68,34.25,9.59,0.68,0.0,0.0
9000006244,2024-02-03 09:00,0.999722,9,4,13,3,3,6,139,104,243,2,1,3,36.5,0.0,10.7,36.21,41.56,10.29,1.23,0.0,0.0
9000006244,2024-02-03 10:00,0.999722,3,6,9,0,4,4,196,149,345,2,3,5,35.5,0.58,9.28,35.94,46.09,8.12,0.0,0.0,0.0
9000006244,2024-02-03 11:00,0.999722,6,3,9,0,3,3,212,185,397,1,5,6,36.0,0.25,7.81,36.02,47.61,7.3,0.76,0.25,0.0
9000006244,2024-02-03 12:00,0.999167,3,7,10,5,4,9,214,197,411,2,4,6,35.5,0.97,8.27,27.98,55.47,7.3,0.0,0.0,0.0
9000006244,2024-02-03 13:00,0.999722,5,2,7,2,6,8,233,223,456,1,1,2,36.0,1.54,7.02,33.77,48.46,7.89,1.32,0.0,0.0
9000006244,2024-02-03 14:00,0.999444,7,3,10,4,1,5,222,216,438,3,6,9,35.0,0.46,8.45,40.64,43.61,6.16,0.68,0.0,0.0
9000006244,2024-02-03 15:00,0.999167,0,1,1,1,4,5,210,189,399,2,3,5,35.5,0.75,13.78,37.84,40.6,6.27,0.75,0.0,0.0
9000006244,2024-02-03 16:00,0.999444,4,3,7,3,3,6,163,173,336,0,1,1,33.5,0.6,9.82,51.79,32.44,4.76,0.6,0.0,0.0
9000006244,2024-02-04 07:00,0.748889,0,3,3,0,1,1,20,24,44,0,0,0,34.5,0.0,15.15,48.48,30.3,6.06,0.0,0.0,0.0
9000006244,2024-02-04 08:00,1.0,2,3,5,1,2,3,48,41,89,0,1,1,36.5,1.12,4.49,26.97,56.18,11.24,0.0,0.0,0.0
9000006244,2024-02-04 09:00,0.999444,7,0,7,5,9,14,76,79,155,0,4,4,37.5,0.0,4.52,30.32,50.97,12.9,1.29,0.0,0.0
9000006244,2024-02-04 10:00,0.999444,10,2,12,0,13,13,111,122,233,0,5,5,38.0,0.0,2.58,30.04,51.5,13.3,1.72,0.86,0.0
9000006244,2024-02-04 11:00,0.999444,12,7,19,6,7,13,139,134,273,2,6,8,38.0,0.37,4.03,21.61,57.88,15.75,0.37,0.0,0.0
9000006244,2024-02-04 12:00,0.999167,8,4,12,2,6,8,163,119,282,3,3,6,37.0,0.35,3.9,26.24,56.74,12.06,0.71,0.0,0.0
9000006244,2024-02-04 13:00,0.999722,5,4,9,0,5,5,162,139,301,1,0,1,37.0,0.33,5.65,26.25,54.15,11.63,1.66,0.33,0.0
9000006244,2024-02-04 14:00,0.999167,8,3,11,6,4,10,197,164,361,1,4,5,37.0,0.28,5.26,25.21,56.79,10.8,1.39,0.28,0.0
9000006244,2024-02-04 15:00,0.999444,10,14,24,2,19,21,151,139,290,3,5,8,36.0,0.0,7.59,33.1,49.31,8.97,1.03,0.0,0.0
9000006244,2024-02-04 16:00,0.749444,7,0,7,1,4,5,121,123,244,3,5,8,35.0,0.0,10.93,42.08,38.8,6.56,1.64,0.0,0.0
9000006244,2024-02-05 07:00,0.126111,0,0,0,0,0,0,88,129,217,0,0,0,30.5,0.0,7.41,70.37,22.22,3.7,0.0,0.0,0.0
9000006244,2024-02-05 08:00,0.006944,0,0,0,0,0,0,144,0,144,0,0,0,16.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
9000006244,2024-02-05 10:00,0.608333,4,5,9,1,1,3,163,134,297,1,0,1,34.5,0.55,15.47,37.57,41.99,3.87,0.55,0.0,0.0
9000006244,2024-02-05 11:00,0.999722,5,1,6,1,2,3,154,139,293,4,16,20,34.5,0.68,10.58,43.0,38.57,6.14,1.02,0.0,0.0
9000006244,2024-02-05 12:00,0.999167,5,1,6,0,2,2,168,158,326,7,18,25,34.5,1.23,10.74,39.26,44.79,3.68,0.31,0.0,0.0
9000006244,2024-02-05 13:00,0.999167,0,2,2,0,3,3,157,158,315,1,10,11,35.5,0.32,9.21,36.83,44.76,7.62,1.27,0.0,0.0
9000006244,2024-02-05 14:00,0.999722,8,2,10,2,2,4,177,180,357,2,22,24,34.5,0.56,6.44,36.41,51.54,4.76,0.28,0.0,0.0
9000006244,2024-02-05 15:00,0.999167,2,3,5,0,3,3,230,185,415,8,31,39,36.0,0.48,8.92,29.16,53.25,7.71,0.48,0.0,0.0
9000006244,2024-02-05 16:00,0.75,5,0,5,4,0,4,233,207,440,1,7,8,35.0,1.21,10.61,31.52,50.3,6.06,0.0,0.0,0.3
